Achyut,Imperishable; a name of vishnu,347.0
Hitarth,Well wisher,347.0
Abhaiveer,The one who is brave an courageoous,347.0
Abhayaprada,"Bestower of safety , another name for vishnu",343.0
Nishit,The name of Sanskrit origin means 'born of night or night'.,343.0
Rishi,"Sage, a ray of light",342.0
Anav,,342.0
Deakshit,A Hindu name that means priest,341.0
Viraj,Splendour and royalty,341.0
Ganav,An idealistic person,339.0
Abhishek,An auspicious bath for a deity;anointing; devoted; the coronation of the king,338.0
Saanjh,Evening,338.0
Aashadhar,A hopeful person,338.0
Kavin,Handsome; beautiful,337.0
Vishnu,The name comes from Sanskrit and means 'all-pervasive'.,337.0
Yaksh,"Yaksh is a representative of God,",336.0
Niket,This is a Hindu name and it refers to a ‘Home’ or ‘An abode’,336.0
Devank,Godly,335.0
Param,"Perfect, ultimate",335.0
Kashyap,"The name is of Sanskrit origin, meaning 'famous sage, wise'.",334.0
Jagan,One who is self-confident,333.0
Manav,Man,333.0
Agastya,Name of a sage,333.0
Ruthvik,Who makes all do yagas,333.0
Adhiraj,King,331.0
Namit,"Bowed down, modest",330.0
Mitansh,,329.0
Jaai,Jaai signifies Victory,329.0
Adhav,,328.0
Taarank,Savious,328.0
Anubhav,This ancient Sanskrit boy name means 'lightning and one who follows glory'.,327.0
Deepak,"Light, candle",327.0
Avyakta,The name is of Sanskrit origin meaning 'one who sees the apparent world crystal clear'.,327.0
Kaartikeya,Son of shiva,326.0
Rivan,,325.0
Sachet,Consciosness,325.0
Tarun,Young,324.0
Nahush,The ancient word of Sanskrit origin means 'neighbour or kindred' 'fellow man'. It is another name given to Lord Krishna and Lord Vishnu as reference to the illusive powers or maya to confound every being.,324.0
Himank,Diamond,323.0
Samanyu,Lord shiva,322.0
Rohan,Ascending,321.0
Dhanvin,Lord shiva,321.0
Jaswanth,"It is used to mean, 'victorious one'",321.0
Ashvath,Strong,319.0
Jaivardhan,Lord shiva,319.0
Bhavik,Devout; virtuous; happy,319.0
Sagar,"Sea, ocean",319.0
Karun,"This traditional Sanskrit word means 'compassion', 'mercy', 'tenderness' and 'gentleness'. The name also refers to 'Supreme Being'.",319.0
Nehanth,Showers of love and affection,316.0
Mahesh,"Supreme god, name of shiva",316.0
Haroon,The name Haroon means ‘hope’ in Sanskrit. It also stands for ‘protector or chief’ in Arabic.,316.0
Sanchit,Collected,315.0
Himanshu,Moon,315.0
Bhargav,Lord shiva,314.0
Dhairya,Patience,314.0
Riddhish,Name of lord ganesha,312.0
Moksh,Mukti,312.0
Lakshith,Person who is well focussed on an aim,312.0
Rohit,Red,310.0
Aman,Trustworthy,310.0
Swastik,Auspicious,308.0
Gagan,"Sky, heaven",308.0
Nithin,Brilliant,308.0
Varun,God of waters,308.0
Harshal,Joyful,305.0
Tavish,Heaven,305.0
Mahi,The world,305.0
Sahishnu,Lord vishnu,304.0
Jaiveer,Victorious,304.0
Abhir,,304.0
Dhruva,Name of a star,302.0
Ankit,The chosen one,300.0
Kabeer,A spiritual leader,298.0
Abheek,Fearless,298.0
Jenish,,298.0
Dhikshit,Initiated,298.0
Harshavardhan,Creator of joy,297.0
Kaushik,An epithet of vishwamitra,297.0
Jash,Victory,297.0
Ajay,Unconquerable,296.0
Praneel,A name for lord shiva,296.0
Abhineet,Perfect,294.0
Hitesh,Lord of goodness,294.0
Rithik,Stream,293.0
Darsheel,Something that looks lovely,293.0
Krithik,Shivas son murugas name,292.0
Tanav,Flute,291.0
Adeep,The light of vishnu,291.0
Ishit,The name refers to 'One who desires to rule' or 'ruler' in Sanskrit.,291.0
Yansh,One who is like God,291.0
Nirvan,Liberation,291.0
Jaidev,God of victory,290.0
Manit,Highly respected,290.0
Advaith,,289.0
Daivya,Divine,288.0
Divyam,Lighty,288.0
Manoj,Born of mind,288.0
Sahaj,Easy,287.0
Chandru,A person of ideas,286.0
Praveen,"Expert, skilled",286.0
Vibhu,"The name means “great, strong, solid and excellent” in Sanskrit.",285.0
Saakaar,Manifestation of god,284.0
Vakul,One who is wise; Another name of Lord Krishna and Lord Shiva,283.0
Vidyut,Brilliant; lightening,283.0
Akhilesh,Lord of the universe,282.0
Abhayan,A person who is valiant,282.0
Mridul,"Tender, delicate",282.0
Eshan,Passion of the sun,281.0
Kanish,,281.0
Rakshan,Lord vishnu,281.0
Varshit,,281.0
Ranbir,The Indian origin name means 'The brave warrior'.,280.0
Danvir,Charitable,279.0
Harshad,One who showers joy,279.0
Maadhavan,Synonym of Lord Shiva,276.0
Akarsh,Attractive,275.0
Arrush,,274.0
Athrv,Lord ganesha,274.0
Rajdeep,Best of kings,273.0
Nihanth,Nihanth means unending or one that cannot be stopped,273.0
Dushyant,The means 'one who ends evil beings' or 'destroyer of evil'.,270.0
Hriday,The heart,269.0
Veer,Brave,269.0
Paandu,Father of the pandavas,269.0
Saikrishna,"In Persian, Sai means Saint or Lord. Therefore Saikrishna means Lord Krishna;",269.0
Sadhil,Perfect,269.0
Sai Charan,,268.0
Dabeet,Warrior,267.0
Mahasvin,Glorious,266.0
Raj,King,265.0
Pankaj,"Mud born, lotus",265.0
Karthik,A variant of Karthikeya - Hindu god of war;,264.0
Samrat,Emperor,264.0
Arhan,Tirthankara,263.0
Jaaijit,Jaaijit implies Victor,261.0
Vaasu,One who provides shelter;Another name of Lord Vishnu,261.0
Maulik,Precious,260.0
Sabhya,Civilized,259.0
Arpit,Allways,259.0
Aryav,Noble,259.0
Hrithik,From the heart,258.0
Janish,He who is the mentor for his group,258.0
Abeesht,Desired; Wish (wished for); Dear,258.0
Adesh,A message or command ; to make a statement,258.0
Pratyush,Sun praval,258.0
Rajat,Silver,258.0
Vaishnav,The devotee of lord vishnu,256.0
Adwaith,,256.0
Hariharan,Born of Hari (Lord Vishnu) and Hara (Lord Shiva),256.0
Maahesh,One who leads,255.0
Agasthya,A name of a sage,255.0
Sai Teja,,255.0
Mahin,The earth,255.0
Piyush,Milk,255.0
Jiva,"This unique Sanskrit origin name means 'healthy, alive or living'.",255.0
Raajeev,Blue lotus,255.0
Sandeep,A lighted lamp,255.0
Mithun,Union,254.0
Danush,,254.0
Tansh,One who is a beautiful being,254.0
Maneet,One who wins heart,254.0
Ronit,Prosperity,253.0
Ashrith,One who gives refuge to others,253.0
Hrik,The name of Sanskrit origin means 'praise'.,253.0
Neeraj,A lotus,252.0
Devarsh,,252.0
Abhilash,Desire,252.0
Divyanshu,"Divine light, sun",251.0
Chaitanya,Consciousness,251.0
Devang,Part of god,250.0
Utkarsh,One who is eminent and glorious,250.0
Pahal,"Facet, beginning initiative",250.0
Adavan,Sun,249.0
Maanraj,The heart and soul of a king,249.0
Lokesh,Lord brahma,249.0
Baabul,Fatherly figure,248.0
Anadya,Another name of the Lord Krishna; without a beginning; immortal,248.0
Abhijit,"Victorious, The one who overcomes completely",248.0
Saatatya,Never ending,247.0
Samarjit,Lord vishnu,247.0
Anoop,The best personality,246.0
Kunal,Lotus; of gold; golden,245.0
Abhijay,Victorious,245.0
Maalav,,245.0
Ritesh,Lord of truth,245.0
Pranshu,"Tall, lord vishnu",244.0
Nishant,Dawn,244.0
Sanjay,Trumpiant,244.0
Sankalp,"Will, determination",244.0
Vairaj,Spiritual glory,244.0
Daamodhura,Lord Vishnu,243.0
Rishab,Superior,242.0
Krish,Shortform of lord krishna,242.0
Garv,Pride,242.0
Abhin,Different,241.0
Abimanyu,Arjuna's son;The one who has self-respect; heroic; bold,241.0
Jairaj,Lord of victory,240.0
Dakshinesh,Lord Shiva,240.0
Dhruvah,The name means 'one who is immovable' in Sanskrit.,240.0
Ronak,"Brightness, radiance",240.0
Kalpit,,239.0
Dharmik,A name for lord ganesha,239.0
Vardhan,Lord shiva,239.0
Vyan,Air,239.0
Kavir,The sun,239.0
Aranyak,Lush forest; one who lives in forest;,239.0
Manish,God of mind,238.0
Kaaliya,A huge serpent,238.0
Adithya,"Sun god, son of adithi",238.0
Aben,Aben,237.0
Prajval,Brightness,236.0
Manvir,,236.0
Vyom,Sky,236.0
Rajesh,King,236.0
Trinay,Lord shiva,235.0
Anshumat,"The name means 'brilliant, luminous' in Sanskrit.",234.0
Sahas,Brave,234.0
Abhayananda,Delighting in fearless,233.0
Chirag,Lamp,233.0
Gaurik,One who will rise to heights,233.0
Naimish,,233.0
Takshil,One with a strong character.,233.0
Daitya,A non aryan.,233.0
Abhinand,To congratulate or appreciate,233.0
Atiksh,Wise,233.0
Palash,Tree,232.0
Paras,Touchstone,232.0
Vikrant,A warrior;One who is all powerful,232.0
Krishav,,232.0
Darsan,The sacred sight of a deity or a holy person,231.0
Rakshith,,231.0
Janeesh,It means 'leader of the people',231.0
Nirav,Without sound,230.0
Abhayd,Fearless and brave,230.0
Samik,Peaceful,230.0
Keshav,Vishnu,229.0
Akshansh,Universe,228.0
Dhyaan,Meditate,228.0
Haarikrishnna,Born by the Grace of God,228.0
Athul,,228.0
Ainesh,The sun's glory,228.0
Paavan,"Pure, sacred",227.0
Samrudh,The enriched one,226.0
Aravan,"The vedic word is of Sanskrit origin meaning 'hostile', 'someone who is not envious or liberal'.",225.0
Jayesh,Victor,225.0
Lalit,"Name of lord krishna, attractive",225.0
Abhijeet,Variation: abhijit,225.0
Nachiket,Son of vajashravas,225.0
Ekansh,"One who is Complete, whole, one",224.0
Vivek,Conscience,223.0
Abhinandan,Congratulation,223.0
Madan,God of love,223.0
Alok,Cry of victory,223.0
Jaideep,Masculine,223.0
Tushar,Winter,222.0
Janik,"It is a Hindu name that means, 'God is gracious'",222.0
Adhish,"The lord, master;sovereign",222.0
Anurag,Love,221.0
Praneet,One who is humble ; modest,221.0
Nikita,"The name is derived from Sanskrit word ""Niketan"" meaning 'abode','the earth'. The name also has Greek origin meaning ""victorious"".",220.0
Maagh,Name of a hindu month,220.0
Parshv,A soldier who thinks like a saint,219.0
Bhuvan,Leader,219.0
Kaivalya,Perfect isolation,219.0
Darmik,"Gracious, benevolent and philanthropic",218.0
Dhanush,The bow,218.0
Samit,The unisex name Samit means 'collected'.,218.0
Badri,Lord vishnu,218.0
Sabari,,218.0
Danesh,,217.0
Harshan,Happy,217.0
Harshvardhan,One who increases joy,217.0
Pratik,Symbol,217.0
Aran,Rightious,217.0
Ikshit,One who does actions that are visible to all,217.0
Adheesh,King,217.0
Lakshay,"It is an Indian name that means,'Aim' or 'Goal'",216.0
Mahanth,Great,215.0
Abhinay,Expression,215.0
Naveen,New; Fresh; Modern,215.0
Maanesh,One who studies the mind,215.0
Lakshiv,It is a Hindu name that means 'aim' or 'goal',214.0
Prabhas,Lustrous,214.0
Sai Kiran,,212.0
Deepanshu,,212.0
Madesh,Lord shiva,212.0
Paavak,Pure,212.0
Kailash,Abode of lord shiva,211.0
Kaartikey,Son of Lord Shiva In Hindu Mythology,211.0
Anshu,Ray of light,211.0
Aneesh,,210.0
Pratham,First,210.0
Ravish,Sun,209.0
Bhaumik,Lord of earth,209.0
Avi,The sun and air,209.0
Abhyudaya,Luck,209.0
Kush,Son of lord rama,208.0
Lakshya,Target,208.0
Yaathith,The first ray of the sun; Another name of Lord Shiva,207.0
Danuj,"Born of danu , a danava",207.0
Abhikansh,"Desire, wish, longing",207.0
Tej,Shine,207.0
Kanav,A hindu sage,207.0
Idhyah,The name means 'praiseworthy' in Sanskrit.,207.0
Hurditya,Joyous,205.0
Sabal,With strength,205.0
Jagrav,Awakened,205.0
Khushal,Perfect,205.0
Neehar,A lovely layer of morning dew drops,205.0
Amit,Boundless,204.0
Bhavesh,Lord of the world,204.0
Vinay,Modesty,204.0
Vedanth,One who knows vedas in depth,204.0
Abhyudit,The ascended; expand; flourishing,203.0
Nabhith,Fearless,203.0
Mahant,Great,203.0
Sajith,,203.0
Meet,Friend,202.0
Samyak,Enough,202.0
Aswin,,202.0
Monish,Lord of mind,201.0
Mahnav,A great human being by character,201.0
Ashish,Blessings,201.0
Adinath,Lord vishnu,200.0
Neel,Blue,200.0
Aparajit,"The name comes from Sanskrit, meaning 'undefeated or unsurpassed'. The word Aparajit is a combination of 'A' meaning not and 'parajita' meaning conquered in Sanskrit literature.",200.0
Abhiraam,Pleasing,200.0
Yaagnik,,200.0
Dhruvansh,Dhruvansh refers to a part of a Pole star,198.0
Harit,Green,198.0
Ardan,Shiva; always on the move,198.0
Adhik,"More, lots",198.0
Gautam,Lord buddha,197.0
Rudr,"Fearsome, name of lord shiva",197.0
Prithvi,Earth,197.0
Mahith,Honoured,197.0
Kasish,Lord shiva,196.0
Chinmay,The supreme being,196.0
Dharin,Gift of God,196.0
Vaachaspati,Lord of speech,196.0
Yadhu,One who gives or grants blessings; Another name of Lord Krishna,195.0
Hanshal,Swan like,195.0
Abhibhava,"Overpowering , powerful , victorious",194.0
Navaneet,Who takes pleasure in new joys,194.0
Sahastrajit,Victor of thousands,194.0
Baalkrishan,Young krishna,194.0
Yashmit,Famed,194.0
Maaran,Brave and powerful Knight,194.0
Abhey,Abhey means fearless or brave,194.0
Kaalappan,"It is a South Indian name that is used to imply, ""The father of time""",194.0
Raam,"Lord rama, god, supreme spirit",194.0
Prateek,"Symbol , first word in a sentence",194.0
Yaashvan,Yaashvan is a boy's name that means winner,194.0
Chetan,"Consciousness, life",194.0
Jayant,Victorious,193.0
Dakshi,The glorious,193.0
Daman,One who controls,193.0
Moulik,Valuable,192.0
Nayan,Eyes,192.0
Jagat,World,192.0
Zubhatmaka,Charming,192.0
Tejesh,"God of brightness, sun",190.0
Mannan,Thought,190.0
Himaanshu,Moon,190.0
Jashith,Protector,190.0
Khushi,Happiness or Joy,190.0
Sai,Flower,190.0
Divyesh,Sun,190.0
Pavan,Wind,189.0
Darshish,Mighty; powerful,189.0
Nilesh,"Krishna, blue god",189.0
Mayukh,"Brilliant, splendour",189.0
Sabarish,,189.0
Sahasrad,Lord shiva,189.0
Tamilselvan,,189.0
Jeeva,Life,188.0
Gadhadhar,Name of lord vishnu,188.0
Sahit,Bounded,188.0
Mithran,Sun,188.0
Janak,"Father of sita, creator",188.0
Mukul,A bud,187.0
Edhas,"In Sanskrit, it means, 'happiness, bliss'.",187.0
Sabarinathan,Lord ayyapa,187.0
Jaival,Life giving,187.0
Adidev,,186.0
Malay,A garden of indra,186.0
Vedang,From the vedas,186.0
Karnik,Judge,186.0
Achal,Constant,186.0
Ravit,Sun,186.0
Prabhav,"Power, might",185.0
Mehaan,,185.0
Zavian,The name means 'light' in Arabic.,185.0
Purav,Chanting voice from east at sunrise,185.0
Deepesh,Lord of light,184.0
Manthan,Reflection through study,184.0
Abhat,Splendor; bright; hue; reflection,184.0
Anvesh,Investigation,183.0
Madhur,Melodious,183.0
